title,pub_url,pub_type,date,pdf_title,pdf_url
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_en?filename=EN.pdf
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_bg?filename=BG.pdf
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_es?filename=ES.pdf
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_cs?filename=CS.pdf
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_da?filename=DA.pdf
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_de?filename=DE.pdf
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_et?filename=ET.pdf
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_el?filename=EL.pdf
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_fr?filename=FR.pdf
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_hr?filename=HR.pdf
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_it?filename=IT.pdf
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_lv?filename=LV.pdf
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_lt?filename=LT.pdf
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_hu?filename=HU.pdf
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_mt?filename=MT.pdf
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_nl?filename=NL.pdf
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_pl?filename=PL.pdf
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_pt?filename=PT.pdf
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_ro?filename=RO.pdf
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_sk?filename=SK.pdf
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_sl?filename=SL.pdf
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_fi?filename=FI.pdf
EU Ecolabel - Translated User Manuals Part A,https://environment.ec.europa.eu/publications/eu-ecolabel-translated-user-manuals-part_en,,2022-09-19T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1dba3a57-39c5-4780-baef-03e36e25f603_sv?filename=SV.pdf
EU Ecolabel - Netherlands User Manual,https://environment.ec.europa.eu/publications/eu-ecolabel-netherlands-user-manual_en,,2022-09-09T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/c61cd789-223f-48fb-a07b-c773fd55b9a1_en?filename=NL.pdf
Find the User Manual for Portugal here.,https://environment.ec.europa.eu/publications/find-user-manual-portugal-here_en,,2022-09-09T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/63fd72fc-691b-4809-8f91-ea5866373384_en?filename=PT.pdf
Find the User Manual for Roumania here.,https://environment.ec.europa.eu/publications/find-user-manual-roumania-here_en,,2022-09-09T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1d0eb06b-c569-4f24-9b28-632a49201663_en?filename=RO.pdf
EU Ecolabel - Slovenia User Manual,https://environment.ec.europa.eu/publications/eu-ecolabel-slovenia-user-manual_en,,2022-09-09T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/959ba809-11f3-4d2a-b471-dcb6e0fd8c1e_en?filename=SL.pdf
EU Ecolabel - Czech Republic User Manual,https://environment.ec.europa.eu/publications/eu-ecolabel-czech-republic-user-manual_en,,2022-09-09T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/eda3ee87-629f-4f67-b22b-76fd03da5cb3_en?filename=CS.pdf
EU Ecolabel - Denmark User Manual,https://environment.ec.europa.eu/publications/eu-ecolabel-denmark-user-manual_en,,2022-09-09T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/cdb788ac-3c66-4091-a372-3556ccf04eb1_en?filename=DA.pdf
EU Ecolabel - Spain User Manual,https://environment.ec.europa.eu/publications/eu-ecolabel-spain-user-manual_en,,2022-09-09T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/4a35674a-7050-47cf-aff7-60a40e54d2d9_en?filename=ES.pdf
EU Ecolabel - Finland User Manual,https://environment.ec.europa.eu/publications/eu-ecolabel-finland-user-manual_en,,2022-09-09T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/192ef3d7-511e-47d5-b522-67b57a519e5e_en?filename=FI.pdf
EU Ecolabel - Latvia User Manual,https://environment.ec.europa.eu/publications/eu-ecolabel-latvia-user-manual_en,,2022-09-09T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/5ed51cd8-0c68-4f03-98de-ae06b1401f02_en?filename=LV.pdf
Hand Dishwashing Detergents,https://environment.ec.europa.eu/publications/hand-dishwashing-detergents_en,,2022-08-31T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/469fe3fb-538b-44eb-9a3e-2c5c33643634_en?filename=DETERGENTS_User_Manual_V1.4_October_%202022_0.pdf
Hand Dishwashing Detergents,https://environment.ec.europa.eu/publications/hand-dishwashing-detergents_en,,2022-08-31T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/53766ac8-7d72-4bce-bd62-9a991913cf0f_en?filename=Declaration%20A%20-%20HDD%20v2.pdf
Hand Dishwashing Detergents,https://environment.ec.europa.eu/publications/hand-dishwashing-detergents_en,,2022-08-31T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/32618114-2996-4992-a366-56c8dbae5be3_en?filename=Declaration%20B%20-%20HDD%20v3.pdf
Hand Dishwashing Detergents,https://environment.ec.europa.eu/publications/hand-dishwashing-detergents_en,,2022-08-31T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/e0f5e99e-082e-4a70-91ee-70d7d9d00062_en?filename=Framework%20Fitness%20Performance%20-%20HDD.pdf
Hand Dishwashing Detergents,https://environment.ec.europa.eu/publications/hand-dishwashing-detergents_en,,2022-08-31T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/52ccf9da-55bc-4077-a186-7c75c77d428e_en?filename=Performance%20Sheets%20-%20HDD.xlsx
Hand Dishwashing Detergents,https://environment.ec.europa.eu/publications/hand-dishwashing-detergents_en,,2022-08-31T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/830b0818-d975-4160-ada4-6f4fadd5a811_en?filename=Instructions%20Calculation%20Sheets%20-%20HDD.pdf
Hand Dishwashing Detergents,https://environment.ec.europa.eu/publications/hand-dishwashing-detergents_en,,2022-08-31T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/cde8b74a-f579-4cfa-a06e-b642dfa92d70_en?filename=HSC-HDD-LD-DD_Calculation%20Sheets_Feb24_DID2023v2_0.xlsx
Hand Dishwashing Detergents,https://environment.ec.europa.eu/publications/hand-dishwashing-detergents_en,,2022-08-31T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/89439e2f-51f4-457f-89b1-147583d362b8_en?filename=Calculation%20Sheets%20-%20HDD.xlsx
Hand Dishwashing Detergents,https://environment.ec.europa.eu/publications/hand-dishwashing-detergents_en,,2022-08-31T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/b5cbf140-f227-421e-a324-1720ad93c6a7_en?filename=Guidelines%20_%20Acceptance%20of%20Old%20Tests%20-%20HDD.pdf
Hand Dishwashing Detergents,https://environment.ec.europa.eu/publications/hand-dishwashing-detergents_en,,2022-08-31T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/4cdcafb0-2101-43bf-a602-b754d5717638_en?filename=Checklist%20_%20Annex%20III%20-%20HDD%20v2.pdf
Hand Dishwashing Detergents,https://environment.ec.europa.eu/publications/hand-dishwashing-detergents_en,,2022-08-31T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/9c6f19fc-f26f-47c4-966f-9d25a0097c79_en?filename=Application%20Form%20_%20Annex%20I%20-%20Hand%20Dishwashing%20Detergents.pdf
Home Laundry Detergents,https://environment.ec.europa.eu/publications/home-laundry-detergents_en,,2022-08-31T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1c7502bd-d75e-46b0-a117-aeebf094d347_en?filename=DETERGENTS_User_Manual_V1.4_October_%202022_4.pdf
Home Laundry Detergents,https://environment.ec.europa.eu/publications/home-laundry-detergents_en,,2022-08-31T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/03f4de0e-6834-4a00-8f2c-8922a8444193_en?filename=Declaration%20A%20-%20Laundry%20Detergents.pdf
Home Laundry Detergents,https://environment.ec.europa.eu/publications/home-laundry-detergents_en,,2022-08-31T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/6ad4883c-a612-40c4-a1ce-75c2945ee4d1_en?filename=Declaration%20B%20-%20Laundry%20Detergents%20v3.pdf
Home Laundry Detergents,https://environment.ec.europa.eu/publications/home-laundry-detergents_en,,2022-08-31T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/557d8ab5-4e75-41a4-a901-1548be7f685d_en?filename=fitness%20performance%20LD_V1.7_June%202023.pdf
Home Laundry Detergents,https://environment.ec.europa.eu/publications/home-laundry-detergents_en,,2022-08-31T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/75f75fea-2b79-4fb6-94af-8764ca9e2dd6_en?filename=Performance%20Test%20Sheets%20-%20Laundry%20Detergents.xlsx
Home Laundry Detergents,https://environment.ec.europa.eu/publications/home-laundry-detergents_en,,2022-08-31T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/b7b7f798-8469-413e-ac3e-f0f35d4a1591_en?filename=Instructions%20Calculation%20Sheets%20-%20Laundry%20Detergents.pdf
Home Laundry Detergents,https://environment.ec.europa.eu/publications/home-laundry-detergents_en,,2022-08-31T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/48a1f9c0-b89d-4587-8d08-a4d93168b85b_en?filename=HSC-HDD-LD-DD_Calculation%20Sheets_Feb24_DID2023v2_3.xlsx
Home Laundry Detergents,https://environment.ec.europa.eu/publications/home-laundry-detergents_en,,2022-08-31T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/586d10ea-a099-4381-a813-8ee784f7336b_en?filename=Calculation%20Sheets%20-%20Laundry%20Detergents.xlsx
Home Laundry Detergents,https://environment.ec.europa.eu/publications/home-laundry-detergents_en,,2022-08-31T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/768c0fd3-858b-484f-8df8-70b2597aec08_en?filename=Checklist%20_%20Annex%20III%20-%20Laundry%20Detergents%20v2.pdf
Home Laundry Detergents,https://environment.ec.europa.eu/publications/home-laundry-detergents_en,,2022-08-31T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/dcf585d5-810a-401b-ae01-20710e621740_en?filename=Guidelines%20_%20Acceptance%20of%20Old%20Tests%20-%20Laundry%20Detergent.pdf
Home Laundry Detergents,https://environment.ec.europa.eu/publications/home-laundry-detergents_en,,2022-08-31T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/bbc9b35b-1913-4178-87a2-26a9fcd4395e_en?filename=Application%20Form%20_%20Annex%20I%20-%20Laundry%20Detergents%20v1.pdf
Hard Surface Cleaning Products,https://environment.ec.europa.eu/publications/hard-surface-cleaning-products_en,,2022-08-23T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/09ff387b-d852-4f91-b0ff-ae52707ec573_en?filename=DETERGENTS_User_Manual_V1.4_October_%202022_1.pdf
Hard Surface Cleaning Products,https://environment.ec.europa.eu/publications/hard-surface-cleaning-products_en,,2022-08-23T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/83ff3486-c879-4f94-8983-3fcab84b264c_en?filename=Checklist%20%7C%20Annex%20III%20-%20Hard%20Surface%20Cleaning%20Products.pdf
Hard Surface Cleaning Products,https://environment.ec.europa.eu/publications/hard-surface-cleaning-products_en,,2022-08-23T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/0c18a5c0-6011-4dae-9b7d-86e07bbf71a5_en?filename=Application%20Form%20%7C%20Annex%20I%20-%20Hard%20Surface%20Cleaning%20Products.pdf
Hard Surface Cleaning Products,https://environment.ec.europa.eu/publications/hard-surface-cleaning-products_en,,2022-08-23T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/8e48e026-ac30-4d00-884e-a0b4895ca349_en?filename=Guidelines%20%7C%20Annex%20VI%20-%20Hard%20Surface%20Cleaning%20Products.pdf
Hard Surface Cleaning Products,https://environment.ec.europa.eu/publications/hard-surface-cleaning-products_en,,2022-08-23T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/706f1e13-17e2-422a-8df3-2e7504e90d0b_en?filename=Declaration%20A%20-%20Hard%20Surface%20Cleaning%20Products_v4_.pdf
Hard Surface Cleaning Products,https://environment.ec.europa.eu/publications/hard-surface-cleaning-products_en,,2022-08-23T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/009521ea-aae9-4d25-b8f0-4f51ddae18b7_en?filename=Declaration%20B%20-%20Hard%20Surface%20Cleaning%20Products.pdf
Hard Surface Cleaning Products,https://environment.ec.europa.eu/publications/hard-surface-cleaning-products_en,,2022-08-23T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/7b4c8677-1a45-4e04-b2fe-702a44ab4f55_en?filename=Calculation%20Sheet%20Instructions%20-%20Hard%20Surface%20Cleaning%20Products.pdf
Hard Surface Cleaning Products,https://environment.ec.europa.eu/publications/hard-surface-cleaning-products_en,,2022-08-23T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/906a5281-ac70-4ea1-b679-f8d7af72a342_en?filename=HSC-HDD-LD-DD_Calculation%20Sheets_Feb24_DID2023v2_2.xlsx
Hard Surface Cleaning Products,https://environment.ec.europa.eu/publications/hard-surface-cleaning-products_en,,2022-08-23T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/1be5a0d9-84fd-49af-abbc-d347e8fef72f_en?filename=Calculation%20Sheet%20-%20Hard%20Surface%20Cleaning%20Products.xlsx
Hard Surface Cleaning Products,https://environment.ec.europa.eu/publications/hard-surface-cleaning-products_en,,2022-08-23T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/462d278a-2140-4bd2-bad2-fe0cf4a7b37a_en?filename=Fitness%20Performance%20-%20Hard%20Surface%20Cleaning%20Products_rev1.2.pdf
Hard Surface Cleaning Products,https://environment.ec.europa.eu/publications/hard-surface-cleaning-products_en,,2022-08-23T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/56b1d381-1c53-46d6-8d0c-03fa3b54c70f_en?filename=Performance%20Sheets%20%7C%20Part%20B%20-%20Hard%20Surface%20Cleaning%20Products.xlsx
Animal Care Products,https://environment.ec.europa.eu/publications/animal-care-products_en,,2022-08-23T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/c35350fb-c155-46ee-b0c7-8db98d9b1bb6_en?filename=UM%20Cosmetic%20and%20Animal%20Products_v4_clean_0.pdf
Animal Care Products,https://environment.ec.europa.eu/publications/animal-care-products_en,,2022-08-23T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/048b39d2-453f-4388-b3f1-e52fe571dff1_en?filename=Application%20form_Animal%20products_DID%20list%202023_PROTECTED.xlsx
Animal Care Products,https://environment.ec.europa.eu/publications/animal-care-products_en,,2022-08-23T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/007e0429-68df-49f9-9185-71a4b972a4c5_en?filename=Application%20form_Animal%20products_v4_PROTECTED_.xlsx
Animal Care Products,https://environment.ec.europa.eu/publications/animal-care-products_en,,2022-08-23T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/e41e7146-7842-4c10-a44b-20f7c99ff721_en?filename=Instructions%20Application%20Form%20-%20Animal%20Care%20v2.pdf
Animal Care Products,https://environment.ec.europa.eu/publications/animal-care-products_en,,2022-08-23T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/ce95c5c2-0544-4a72-a325-5f67bb15586f_en?filename=Declaration%20Supplier%20-%20Animal%20Care.pdf
Animal Care Products,https://environment.ec.europa.eu/publications/animal-care-products_en,,2022-08-23T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/9cf584e0-b0e0-41ec-8382-84a2023c1ee6_en?filename=Declaration%20Fragrance%20-%20Animal%20Care.pdf
Animal Care Products,https://environment.ec.europa.eu/publications/animal-care-products_en,,2022-08-23T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/e26409e3-332a-446d-8afd-328c07131df1_en?filename=Declaration_Supplier_Packaging_Animal%20products_v4_clean.pdf
"FUTURE BRIEF: COVID-19 and the environment: links, impacts and lessons learned – Issue 26",https://environment.ec.europa.eu/publications/future-brief-covid-19-and-environment-links-impacts-and-lessons-learned-issue-26_en,,2022-08-04T12:00:00Z,here,https://op.europa.eu/en/publication-detail/-/publication/d9a15ec3-1ea2-11ed-8fa0-01aa75ed71a1/language-en
"FUTURE BRIEF: COVID-19 and the environment: links, impacts and lessons learned – Issue 26",https://environment.ec.europa.eu/publications/future-brief-covid-19-and-environment-links-impacts-and-lessons-learned-issue-26_en,,2022-08-04T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/5506f141-41b2-4646-949f-a31e59c71177_en
Nature restoration law,https://environment.ec.europa.eu/publications/nature-restoration-law_en,,2022-06-22T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/18162f73-50b1-4684-9e23-38ba24f23c1f_en
Nature restoration law,https://environment.ec.europa.eu/publications/nature-restoration-law_en,,2022-06-22T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/6f33a573-9e4e-4afd-91a2-25257331161d_en
Nature restoration law,https://environment.ec.europa.eu/publications/nature-restoration-law_en,,2022-06-22T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/8ce9e5a2-503b-4bb8-b62b-7fffa5016598_en
Textiles strategy,https://environment.ec.europa.eu/publications/textiles-strategy_en,,2022-03-30T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/74126c90-5cbf-46d0-ab6b-60878644b395_en?filename=COM_2022_141_1_EN_ACT_part1_v8.pdf
Textiles strategy,https://environment.ec.europa.eu/publications/textiles-strategy_en,,2022-03-30T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/28669201-aecd-46b5-a1f5-cf740e3378fe_en?filename=Synopsis%20report%20textiles%20strategy.pdf
Proposal for Ecodesign for Sustainable Products Regulation,https://environment.ec.europa.eu/publications/proposal-ecodesign-sustainable-products-regulation_en,,2022-03-30T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/11246a52-4be4-4266-95b1-a15dbf145f51_en
Proposal for Ecodesign for Sustainable Products Regulation,https://environment.ec.europa.eu/publications/proposal-ecodesign-sustainable-products-regulation_en,,2022-03-30T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/641635b5-c282-4fe8-8d66-b3e01e9d9258_en
Proposal for Ecodesign for Sustainable Products Regulation,https://environment.ec.europa.eu/publications/proposal-ecodesign-sustainable-products-regulation_en,,2022-03-30T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/b1209a90-35cf-48ee-b672-9ed12ab6b3c6_en
Recommendation on the use of Environmental Footprint methods,https://environment.ec.europa.eu/publications/recommendation-use-environmental-footprint-methods_en,,2021-12-16T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/cb899bd7-bb06-491d-9989-c856a401fcd0_en?filename=Commission%20Recommendation%20on%20the%20use%20of%20the%20Environmental%20Footprint%20methods_0.pdf
Recommendation on the use of Environmental Footprint methods,https://environment.ec.europa.eu/publications/recommendation-use-environmental-footprint-methods_en,,2021-12-16T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/680503dc-5a19-4f6a-bb92-84d9bfc8f312_en?filename=Annexes%201%20to%202.pdf
Recommendation on the use of Environmental Footprint methods,https://environment.ec.europa.eu/publications/recommendation-use-environmental-footprint-methods_en,,2021-12-16T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/86fa0154-8836-4dcb-9314-cb28d19bf235_en?filename=Annexes%203%20to%204_0.pdf
Proposal for a new regulation on waste shipments,https://environment.ec.europa.eu/publications/proposal-new-regulation-waste-shipments_en,,2021-11-17T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/aa0c5923-78fe-4a9d-b2ca-be95541d7e33_en?filename=proposal-for-a-new-regulation-on-waste-shipments_0.pdf
Proposal for a new regulation on waste shipments,https://environment.ec.europa.eu/publications/proposal-new-regulation-waste-shipments_en,,2021-11-17T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/d56e6377-27b4-4813-91f1-de64a03332ca_en?filename=proposal-for-a-new-regulation-on-waste-shipments-annexes.pdf
Proposal for a new regulation on waste shipments,https://environment.ec.europa.eu/publications/proposal-new-regulation-waste-shipments_en,,2021-11-17T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/4b44f1f4-2dd5-4b46-9fbc-d4098e02c0e3_en?filename=waste-shipments-staff-working-document-executive-summary-impact-assessment.pdf
Proposal for a new regulation on waste shipments,https://environment.ec.europa.eu/publications/proposal-new-regulation-waste-shipments_en,,2021-11-17T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/4fcb9eb1-1202-4487-8ae6-79f3d62f94bd_en?filename=waste-shipments-staff-working-document-impact-assessment-part1.pdf
Proposal for a new regulation on waste shipments,https://environment.ec.europa.eu/publications/proposal-new-regulation-waste-shipments_en,,2021-11-17T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/a1c9c476-022f-46c0-849a-09d0130dad22_en?filename=waste-shipments-staff-working-document-impact-assessment-part2.pdf
Proposal for a new regulation on waste shipments,https://environment.ec.europa.eu/publications/proposal-new-regulation-waste-shipments_en,,2021-11-17T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/db51c0b2-cb54-44e7-ab42-22a966588b5f_en?filename=communication-proposal-for-a-new-regulation-on-waste-shipments.pdf
Draft report by the Platform on Sustainable Finance on preliminary recommendations for technical screening criteria for the EU taxonomy,https://ec.europa.eu/info/publications/210803-sustainable-finance-platform-technical-screening-criteria-taxonomy-report_en,,2021-08-04T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/ef271fae-1af3-4384-a7b2-cf40a25056ef_en?filename=210803-sustainable-finance-platform-report-technical-screening-criteria-taxonomy_en.pdf
Draft report by the Platform on Sustainable Finance on preliminary recommendations for technical screening criteria for the EU taxonomy,https://ec.europa.eu/info/publications/210803-sustainable-finance-platform-technical-screening-criteria-taxonomy-report_en,,2021-08-04T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/f7383cf5-43b3-45f8-9c6d-ab9571918849_en?filename=210803-sustainable-finance-platform-report-technical-screening-criteria-taxonomy-annex_en.pdf
Draft report by the Platform on Sustainable Finance on preliminary recommendations for technical screening criteria for the EU taxonomy,https://ec.europa.eu/info/publications/210803-sustainable-finance-platform-technical-screening-criteria-taxonomy-report_en,,2021-08-04T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/bc45d978-4428-4259-a465-f031120547f9_en?filename=2021-technical-screening-criteria-taxonomy-report-responses_en.xlsx
Draft report by the Platform on Sustainable Finance on preliminary recommendations for technical screening criteria for the EU taxonomy,https://ec.europa.eu/info/publications/210803-sustainable-finance-platform-technical-screening-criteria-taxonomy-report_en,,2021-08-04T12:00:00Z,report with recommendations on technical screening criteria for the four remaining environmental objectives of the EU taxonomy,https://environment.ec.europa.eu/document/download/c9c66978-63bc-47ca-bbac-fc758c454370_en?filename=220330-sustainable-finance-platform-finance-report-remaining-environmental-objectives-taxonomy_en.pdf
"Pollinators brief: Importance for nature and human well-being, drivers of decline and the need for monitoring.",https://environment.ec.europa.eu/publications/pollinators-brief-importance-nature-and-human-well-being-drivers-decline-and-need-monitoring_en,,2020-07-18T12:00:00Z,here,https://op.europa.eu/en/publication-detail/-/publication/ddcb6a5e-ca33-11ea-adf7-01aa75ed71a1/language-en/format-PDF/source-273917384
"Pollinators brief: Importance for nature and human well-being, drivers of decline and the need for monitoring.",https://environment.ec.europa.eu/publications/pollinators-brief-importance-nature-and-human-well-being-drivers-decline-and-need-monitoring_en,,2020-07-18T12:00:00Z,Download,https://environment.ec.europa.eu/document/download/94fca5e3-5d83-44a0-b9e6-d5c92fd8312f_en
